sample_definition,Variable,Survey Year,Present,Eligible N,Structural Missing N,Response Missing N,Response Missing %,Structural Missing %,Structural Missing,presence_status,Valid N,coverage_basis,structural_missing_status
full_sample,INC_FAM_TRANSFER_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_FAM_TRANSFER_INCOME,2006,NA,6013,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_FAM_TRANSFER_INCOME,2010,NA,5027,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_FAM_TRANSFER_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TRANSFER_INCOME,2017,1,5302,NA,0,0,NA,NA,NA,5302,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TRANSFER_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2002,1,13113,NA,1438,0.10966216731487836,NA,NA,NA,11675,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2006,1,6013,NA,926,0.15399966738732745,NA,NA,NA,5087,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2010,1,5027,NA,0,0,NA,NA,NA,5027,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,NA,3345,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2017,1,5302,NA,0,0,NA,NA,NA,5302,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_PERS_GOV_INCOME,2006,1,6013,NA,73,0.012140362547813071,NA,NA,NA,5940,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2010,1,5027,NA,3,5.967774020290431e-4,NA,NA,NA,5024,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2017,1,5302,NA,0,0,NA,NA,NA,5302,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_PERS_INTEREST_INCOME,2006,1,6013,NA,56,0.009313154831199068,NA,NA,NA,5957,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2010,1,5027,NA,9,0.0017903322060871295,NA,NA,NA,5018,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2017,1,5302,NA,0,0,NA,NA,NA,5302,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_PERS_OTHER_INCOME,2006,1,6013,NA,50,0.008315316813570598,NA,NA,NA,5963,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2010,1,5027,NA,13,0.0025860354087925202,NA,NA,NA,5014,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2017,1,5302,NA,0,0,NA,NA,NA,5302,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_PERS_RENT_INCOME,2006,1,6013,NA,41,0.00681855978712789,NA,NA,NA,5972,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2010,1,5027,NA,14,0.0027849612094688683,NA,NA,NA,5013,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2017,1,5302,NA,0,0,NA,NA,NA,5302,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_TRANSFER_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_PERS_TRANSFER_INCOME,2006,NA,6013,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_PERS_TRANSFER_INCOME,2010,NA,5027,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_PERS_TRANSFER_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_TRANSFER_INCOME,2017,1,5302,NA,0,0,NA,NA,NA,5302,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_TRANSFER_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,INC_PERS_WORK_INCOME,2006,1,6013,NA,256,0.042574422085481456,NA,NA,NA,5757,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2010,1,5027,NA,0,0,NA,NA,NA,5027,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2017,1,5302,NA,0,0,NA,NA,NA,5302,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,MALE,2002,1,13113,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,MALE,2006,1,6013,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,MALE,2010,1,5027,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,MALE,2014,1,5214,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,MALE,2017,1,5302,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,MALE,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,N_FAMILY,2002,1,13113,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_FAMILY,2006,1,6013,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_FAMILY,2010,1,5027,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_FAMILY,2014,1,5214,0,5214,1,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_FAMILY,2017,1,5302,0,5302,1,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_FAMILY,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,N_INDI,2002,1,13113,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_INDI,2006,1,6013,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_INDI,2010,1,5027,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_INDI,2014,1,5214,0,5214,1,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_INDI,2017,1,5302,0,5302,1,0,FALSE,present,NA,harmonized_label,NA
full_sample,N_INDI,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,RACE,2002,1,13113,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,RACE,2006,1,6013,0,24,0.00399135207051388,0,FALSE,present,NA,harmonized_label,NA
full_sample,RACE,2010,1,5027,0,37,0.00736025462502486,0,FALSE,present,NA,harmonized_label,NA
full_sample,RACE,2014,1,5214,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,RACE,2017,1,5302,0,0,0,0,FALSE,present,NA,harmonized_label,NA
full_sample,RACE,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
full_sample,RENT,2002,1,13113,10810,2153,0.1641882101731107,0.8243727598566308,TRUE,present,NA,harmonized_label,NA
full_sample,RENT,2006,1,6013,5062,288,0.04789622484616664,0.8418426742058872,TRUE,present,NA,harmonized_label,NA
full_sample,RENT,2010,1,5027,3842,1121,0.2229958225581858,0.7642729261985279,TRUE,present,NA,harmonized_label,NA
full_sample,RENT,2014,1,5214,3950,37,0.00709627924817798,0.7575757575757576,TRUE,present,NA,harmonized_label,NA
full_sample,RENT,2017,1,5302,4057,1154,0.21765371557902677,0.7651829498302527,TRUE,present,NA,harmonized_label,NA
full_sample,RENT,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EDU,2002,1,13113,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,EDU,2006,1,6013,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,EDU,2010,1,5027,0,2,3.9785160135269546e-4,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,EDU,2014,1,5214,0,690,0.1323360184119678,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,EDU,2017,1,4494,0,0,0,0,FALSE,present,NA,harmonized_label,NA
indigenous_analysis_sample,EDU,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2002,1,13113,NA,5277,0.4024250743536948,NA,NA,NA,7836,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2006,1,6013,NA,351,0.05837352403126559,NA,NA,NA,5662,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2010,1,5027,NA,7,0.0013924806047344342,NA,NA,NA,5020,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2017,1,4494,NA,3292,0.7325322652425457,NA,NA,NA,1202,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2006,1,6013,NA,71,0.011807749875270248,NA,NA,NA,5942,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2010,1,5027,NA,5,9.946290033817386e-4,NA,NA,NA,5022,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2017,1,4494,NA,4285,0.9534935469514909,NA,NA,NA,209,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2006,1,6013,NA,50,0.008315316813570598,NA,NA,NA,5963,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2010,1,5027,NA,7,0.0013924806047344342,NA,NA,NA,5020,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2017,1,4494,NA,4460,0.9924343569203382,NA,NA,NA,34,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2006,1,6013,NA,404,0.06718775985365043,NA,NA,NA,5609,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2010,1,5027,NA,5,9.946290033817386e-4,NA,NA,NA,5022,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2017,1,4494,NA,1615,0.35936804628393415,NA,NA,NA,2879,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2002,1,13113,NA,9212,0.7025089605734767,NA,NA,NA,3901,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2006,1,6013,NA,271,0.045069017129552635,NA,NA,NA,5742,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2010,1,5027,NA,3,5.967774020290431e-4,NA,NA,NA,5024,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2014,NA,5214,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2017,NA,4494,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2021,NA,5409,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2017,1,4494,NA,2655,0.5907877169559412,NA,NA,NA,1839,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2002,1,13113,NA,229,0.01746358575459468,NA,NA,NA,12884,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2006,1,6013,NA,672,0.11175785797438882,NA,NA,NA,5341,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2010,1,5027,NA,4,7.957032027053909e-4,NA,NA,NA,5023,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2006,1,6013,NA,324,0.053883252951937466,NA,NA,NA,5689,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,NA,5019,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2006,1,6013,NA,412,0.06851821054382172,NA,NA,NA,5601,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2010,1,5027,NA,2,3.9785160135269546e-4,NA,NA,NA,5025,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2006,1,6013,NA,210,0.034924330616996506,NA,NA,NA,5803,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,NA,5019,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2017,1,4494,NA,3256,0.7245215843346684,NA,NA,NA,1238,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2002,1,13113,NA,1425,0.10867078471745596,NA,NA,NA,11688,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2006,1,6013,NA,731,0.12156993181440214,NA,NA,NA,5282,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,NA,5019,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2006,1,6013,NA,168,0.027939464493597205,NA,NA,NA,5845,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2010,1,5027,NA,7,0.0013924806047344342,NA,NA,NA,5020,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,review_required,NA,harmonized_label,NA
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2006,1,6013,NA,1223,0.2033926492599368,NA,NA,NA,4790,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,NA,5019,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,NA,4494,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2002,1,13113,NA,11988,0.9142072752230611,NA,NA,NA,1125,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2006,1,6013,NA,2297,0.3820056544154332,NA,NA,NA,3716,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2010,1,5027,NA,65,0.012930177043962602,NA,NA,NA,4962,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,NA,5214,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2017,1,4494,NA,4494,1,NA,NA,NA,0,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,NA,5409,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2002,1,13113,NA,22,0.0016777243956379165,NA,NA,NA,13091,recoded_midpoint,not_evaluated_in_recoded_coverage
