sample_definition,Variable,Survey Year,Present,Eligible N,Structural Missing N,Response Missing N,Response Missing %,Structural Missing %,Structural Missing,Valid N,presence_status,coverage_basis,structural_missing_status
full_sample,INC_FAM_TRANSFER_INCOME,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_FAM_TRANSFER_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,3345,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TRANSFER_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TRANSFER_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2002,1,13113,NA,0,0,NA,NA,13113,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2006,1,6013,NA,821,0.1365375020788292,NA,NA,5192,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2010,1,5027,NA,0,0,NA,NA,5027,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,3345,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_WORK_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_PERS_GOV_INCOME,2006,1,6013,NA,73,0.012140362547813071,NA,NA,5940,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2010,1,5027,NA,3,5.967774020290431e-4,NA,NA,5024,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_GOV_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_PERS_INTEREST_INCOME,2006,1,6013,NA,56,0.009313154831199068,NA,NA,5957,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2010,1,5027,NA,9,0.0017903322060871295,NA,NA,5018,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_INTEREST_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_PERS_OTHER_INCOME,2006,1,6013,NA,50,0.008315316813570598,NA,NA,5963,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2010,1,5027,NA,13,0.0025860354087925202,NA,NA,5014,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_OTHER_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_PERS_RENT_INCOME,2006,1,6013,NA,41,0.00681855978712789,NA,NA,5972,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2010,1,5027,NA,14,0.0027849612094688683,NA,NA,5013,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_RENT_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_TRANSFER_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_PERS_TRANSFER_INCOME,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_PERS_TRANSFER_INCOME,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_PERS_TRANSFER_INCOME,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_TRANSFER_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_TRANSFER_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_PERS_WORK_INCOME,2006,1,6013,NA,255,0.042408115749210044,NA,NA,5758,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2010,1,5027,NA,0,0,NA,NA,5027,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_PERS_WORK_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,MALE,2002,1,13113,0,0,0,0,FALSE,13113,present,harmonized_label,NA
full_sample,MALE,2006,1,6013,0,0,0,0,FALSE,6013,present,harmonized_label,NA
full_sample,MALE,2010,1,5027,0,0,0,0,FALSE,5027,present,harmonized_label,NA
full_sample,MALE,2014,1,5214,0,0,0,0,FALSE,5214,present,harmonized_label,NA
full_sample,MALE,2017,1,5302,0,0,0,0,FALSE,5302,present,harmonized_label,NA
full_sample,MALE,2021,1,5409,0,0,0,0,FALSE,5409,present,harmonized_label,NA
full_sample,N_FAMILY,2002,1,13113,0,0,0,0,FALSE,13113,present,harmonized_label,NA
full_sample,N_FAMILY,2006,1,6013,0,0,0,0,FALSE,6013,present,harmonized_label,NA
full_sample,N_FAMILY,2010,1,5027,0,0,0,0,FALSE,5027,present,harmonized_label,NA
full_sample,N_FAMILY,2014,1,5214,0,0,0,0,FALSE,5214,present,harmonized_label,NA
full_sample,N_FAMILY,2017,1,5302,0,0,0,0,FALSE,5302,present,harmonized_label,NA
full_sample,N_FAMILY,2021,1,5409,0,0,0,0,FALSE,5409,present,harmonized_label,NA
full_sample,N_INDI,2002,1,13113,0,0,0,0,FALSE,13113,present,harmonized_label,NA
full_sample,N_INDI,2006,1,6013,0,0,0,0,FALSE,6013,present,harmonized_label,NA
full_sample,N_INDI,2010,1,5027,0,0,0,0,FALSE,5027,present,harmonized_label,NA
full_sample,N_INDI,2014,1,5214,0,0,0,0,FALSE,5214,present,harmonized_label,NA
full_sample,N_INDI,2017,1,5302,0,0,0,0,FALSE,5302,present,harmonized_label,NA
full_sample,N_INDI,2021,1,5409,0,0,0,0,FALSE,5409,present,harmonized_label,NA
full_sample,RACE,2002,1,13113,0,0,0,0,FALSE,13113,present,harmonized_label,NA
full_sample,RACE,2006,1,6013,0,24,0.00399135207051388,0,FALSE,5989,present,harmonized_label,NA
full_sample,RACE,2010,1,5027,0,37,0.00736025462502486,0,FALSE,4990,present,harmonized_label,NA
full_sample,RACE,2014,1,5214,0,0,0,0,FALSE,5214,present,harmonized_label,NA
full_sample,RACE,2017,1,5302,0,0,0,0,FALSE,5302,present,harmonized_label,NA
full_sample,RACE,2021,1,5409,0,0,0,0,FALSE,5409,present,harmonized_label,NA
full_sample,RENT,2002,1,13113,10810,2153,0.1641882101731107,0.8243727598566308,TRUE,150,present,harmonized_label,NA
full_sample,RENT,2006,1,6013,5062,288,0.04789622484616664,0.8418426742058872,TRUE,663,present,harmonized_label,NA
full_sample,RENT,2010,1,5027,3842,1121,0.2229958225581858,0.7642729261985279,TRUE,64,present,harmonized_label,NA
full_sample,RENT,2014,1,5214,3950,37,0.00709627924817798,0.7575757575757576,TRUE,1227,present,harmonized_label,NA
full_sample,RENT,2017,1,5302,4057,1154,0.21765371557902677,0.7651829498302527,TRUE,91,present,harmonized_label,NA
full_sample,RENT,2021,1,5409,4272,0,0,0.7897947864669994,TRUE,1137,present,harmonized_label,NA
indigenous_analysis_sample,EDU,2002,1,13113,0,0,0,0,FALSE,13113,present,harmonized_label,NA
indigenous_analysis_sample,EDU,2006,1,6013,0,0,0,0,FALSE,6013,present,harmonized_label,NA
indigenous_analysis_sample,EDU,2010,1,5027,0,2,3.9785160135269546e-4,0,FALSE,5025,present,harmonized_label,NA
indigenous_analysis_sample,EDU,2014,1,4571,0,0,0,0,FALSE,4571,present,harmonized_label,NA
indigenous_analysis_sample,EDU,2017,1,4494,0,0,0,0,FALSE,4494,present,harmonized_label,NA
indigenous_analysis_sample,EDU,2021,1,4392,0,0,0,0,FALSE,4392,present,harmonized_label,NA
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2002,1,13113,NA,109,0.00831236177838786,NA,NA,13004,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2006,1,6013,NA,351,0.05837352403126559,NA,NA,5662,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2010,1,5027,NA,7,0.0013924806047344342,NA,NA,5020,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_ALCOHOL_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_BOOKS_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2006,1,6013,NA,71,0.011807749875270248,NA,NA,5942,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2010,1,5027,NA,5,9.946290033817386e-4,NA,NA,5022,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CARE_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2006,1,6013,NA,50,0.008315316813570598,NA,NA,5963,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2010,1,5027,NA,2,3.9785160135269546e-4,NA,NA,5025,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLEANING_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2006,1,6013,NA,404,0.06718775985365043,NA,NA,5609,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2010,1,5027,NA,3,5.967774020290431e-4,NA,NA,5024,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_CLOTHING_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_DINING_LODGING_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2002,1,13113,NA,6671,0.5087317928772973,NA,NA,6442,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2006,1,6013,NA,268,0.0445700981207384,NA,NA,5745,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2010,1,5027,NA,3,5.967774020290431e-4,NA,NA,5024,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2014,NA,4571,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2017,NA,4494,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2021,NA,4392,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_EDU_TUITION_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2002,1,13113,NA,198,0.015099519560741249,NA,NA,12915,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2006,1,6013,NA,672,0.11175785797438882,NA,NA,5341,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2010,1,5027,NA,4,7.957032027053909e-4,NA,NA,5023,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FOOD_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2006,1,6013,NA,323,0.053716946615666054,NA,NA,5690,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,5019,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_FURNITURE_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2006,1,6013,NA,412,0.06851821054382172,NA,NA,5601,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2010,1,5027,NA,2,3.9785160135269546e-4,NA,NA,5025,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_HOUSING_UTIL_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2006,1,6013,NA,206,0.03425910527191086,NA,NA,5807,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,5019,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_LOAN_INTEREST_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2002,1,13113,NA,239,0.01822618775261191,NA,NA,12874,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2006,1,6013,NA,731,0.12156993181440214,NA,NA,5282,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,5019,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_MEDICAL_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2006,1,6013,NA,168,0.027939464493597205,NA,NA,5845,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2010,1,5027,NA,5,9.946290033817386e-4,NA,NA,5022,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_OTHER_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2006,1,6013,NA,1223,0.2033926492599368,NA,NA,4790,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,5019,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2002,1,13113,NA,6848,0.5222298482422024,NA,NA,6265,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2006,1,6013,NA,2293,0.3813404290703476,NA,NA,3720,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2010,1,5027,NA,54,0.010741993236522777,NA,NA,4973,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2014,1,4571,NA,0,0,NA,NA,4571,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2017,1,4494,NA,0,0,NA,NA,4494,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2021,1,4392,NA,0,0,NA,NA,4392,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2002,1,13113,NA,9,6.863417982155113e-4,NA,NA,13104,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2006,1,6013,NA,1,1.6630633627141194e-4,NA,NA,6012,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
indigenous_analysis_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2010,1,5027,NA,0,0,NA,NA,5027,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
